Mileage,Model,Levy,Prod. year,Manufacturer,Engine volume,Airbags,Color,Category,Fuel type,Gear box type,Leather interior,Price
3854,Camry,1249.0,2017,TOYOTA,2.5,12,Black,Sedan,Petrol,Automatic,True,188
176000,Prius,1505.0,2012,TOYOTA,1.8,10,Silver,Sedan,Hybrid,Automatic,False,18503
156564,Outlander,1057.6153846153845,2003,MITSUBISHI,2.4,4,Blue,Jeep,CNG,Automatic,False,6586
142741,Sonata,831.0,2011,HYUNDAI,2.4,0,Silver,Sedan,Hybrid,Automatic,True,1333
1300,kona,799.6990400903444,2018,HYUNDAI,2.0,8,White,Jeep,Petrol,Tiptronic,False,45473
38712,CHR,1079.0,2018,TOYOTA,2.0,12,White,Jeep,Petrol,Automatic,True,9722
126000,Cruze LTZ,723.7224975222992,2011,CHEVROLET,2.0,6,White,Sedan,Diesel,Tiptronic,True,17249
231222,Malibu,1203.0,2011,CHEVROLET,3.6,12,White,Sedan,Petrol,Automatic,True,627
0,Prius,850.5492087996912,2011,TOYOTA,1.8,12,Red,Sedan,Hybrid,Automatic,False,14113
78024,Elantra,585.0,2013,HYUNDAI,1.8,6,Grey,Sedan,Petrol,Tiptronic,False,13015
272189,Civic,503.0,2012,HONDA,1.5,0,Silver,Sedan,Hybrid,Automatic,True,627
0,335,1211.0,2010,BMW,3.0,12,White,Coupe,Petrol,Automatic,True,470
89000,Sonata,799.6990400903444,2011,HYUNDAI,2.0,12,Silver,Sedan,LPG,Automatic,True,18503
156518,Camry,781.0,2012,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,3607
89323,Elantra,583.0,2011,HYUNDAI,1.6,4,Silver,Sedan,Petrol,Automatic,True,18531
12000,Sprinter,1281.3365810451728,2008,MERCEDES-BENZ,2.3,2,White,Microbus,Diesel,Manual,True,45473
31006,Elantra,730.0,2016,HYUNDAI,1.6,4,White,Sedan,LPG,Automatic,True,18503
17300,Camry,1325.0,2019,TOYOTA,2.5,12,Black,Sedan,Petrol,Tiptronic,True,45473
127355,Sonata,751.0,2013,HYUNDAI,2.4,0,Black,Sedan,Petrol,Automatic,True,26657
115974,Elantra,1017.0,2017,HYUNDAI,2.0,12,White,Sedan,Petrol,Automatic,True,4547
363661,Sonata,891.0,2016,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,11290
185600,Passat,781.0,2012,VOLKSWAGEN,2.5,8,Carnelian red,Sedan,Petrol,Tiptronic,True,10349
206000,Prius C,503.0,2012,TOYOTA,1.5,4,White,Hatchback,Hybrid,Variator,False,14113
226000,CLK 320 AMG,1281.3365810451728,2004,MERCEDES-BENZ,3.2,10,Black,Coupe,Petrol,Tiptronic,True,14740
176000,Elantra,584.0,2014,HYUNDAI,1.8,6,Golden,Sedan,Petrol,Automatic,False,14113
165000,Tiida,830.02,2005,NISSAN,1.5,2,Black,Hatchback,Petrol,Automatic,True,9722
32986,Cruze,729.0,2016,CHEVROLET,1.6,4,Silver,Sedan,Diesel,Automatic,True,12541
0,Optima,707.0,2011,KIA,2.0,0,Grey,Sedan,Petrol,Tiptronic,True,14500
23302,328,1082.2991631799164,2014,BMW,2.0,4,White,Sedan,Petrol,Tiptronic,True,29166
300000,730 3.0,1082.2991631799164,2002,BMW,3.0,8,Silver,Sedan,Diesel,Automatic,True,11604
142661,Optima,640.0,2013,KIA,2.0,12,Silver,Sedan,Petrol,Automatic,True,2901
95000,Optima,642.0,2012,KIA,2.0,10,White,Sedan,LPG,Tiptronic,True,70
0,ISIS,850.5492087996912,2007,TOYOTA,2.0,4,Black,Minivan,CNG,Tiptronic,True,10506
38400,Camry,850.5492087996912,2016,TOYOTA,2.5,6,Black,Sedan,Petrol,Tiptronic,True,36379
65865,C 180,1281.3365810451728,2000,MERCEDES-BENZ,1.8,6,Grey,Sedan,Petrol,Manual,True,14113
85000,X6,1082.2991631799164,2009,BMW,4.8,12,Black,Jeep,Petrol,Tiptronic,True,37633
45780,H1,1024.0,2010,HYUNDAI,2.5,4,Black,Minivan,Diesel,Automatic,True,26196
77000,Insight,803.8573975044563,2014,HONDA,1.3,8,White,Hatchback,Hybrid,Automatic,False,18503
130089,Matiz,460.0,2010,CHEVROLET,1.0,4,Black,Sedan,Petrol,Automatic,True,5802
175000,Colt,1057.6153846153845,2003,MITSUBISHI,1.5,2,Black,Sedan,Petrol,Variator,False,5370
32000,328,891.0,2016,BMW,2.0,10,Black,Sedan,Petrol,Automatic,True,36065
79094,1300,777.0,2014,MAZDA,2.5,12,Black,Jeep,Petrol,Automatic,True,549
109798,Camry,394.0,2014,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,5488
40122,Elantra,1079.0,2018,HYUNDAI,2.0,12,Grey,Sedan,Petrol,Automatic,True,11133
152937,Actyon,836.0,2010,SSANGYONG,2.0,4,Red,Sedan,Diesel,Automatic,True,14821
67293,Cruze,876.0,2009,CHEVROLET,1.8,4,White,Sedan,Petrol,Automatic,True,7066
91393,Santa FE,911.0,2010,HYUNDAI,2.2,4,Silver,Jeep,Diesel,Automatic,True,10976
21000,Astra,1156.6493506493507,1999,OPEL,1.6,4,Black,Universal,CNG,Manual,False,8154
72000,Veloster,799.6990400903444,2011,HYUNDAI,1.6,12,Orange,Hatchback,Petrol,Tiptronic,False,15681
65731,Compass,753.0,2012,JEEP,2.4,4,Red,Jeep,Petrol,Automatic,True,25264
100800,Sonata,799.6990400903444,2013,HYUNDAI,2.4,8,Black,Sedan,Petrol,Automatic,False,90
0,Tacoma,1190.0,2014,TOYOTA,4.0,12,Silver,Sedan,Petrol,Automatic,True,6586
200000,E 230,1281.3365810451728,1998,MERCEDES-BENZ,2.3,4,Green,Sedan,CNG,Automatic,True,8154
197000,Prius,850.5492087996912,2010,TOYOTA,1.8,6,Blue,Hatchback,Hybrid,Automatic,True,19444
161000,Aqua,850.5492087996912,2012,TOYOTA,1.5,2,Blue,Hatchback,Hybrid,Automatic,False,15053
182000,Prius,850.5492087996912,2008,TOYOTA,1.5,6,Brown,Hatchback,Hybrid,Automatic,False,11000
153888,Juke,530.0,2013,NISSAN,1.6,0,White,Jeep,Petrol,Automatic,True,251
118498,X-Terra,830.02,2005,NISSAN,4.0,6,Black,Jeep,Petrol,Automatic,True,16621
84669,H1,1024.0,2010,HYUNDAI,2.5,4,Silver,Minivan,Diesel,Automatic,True,24932
280000,Sprinter 411,1281.3365810451728,2002,MERCEDES-BENZ,2.2,2,White,Goods wagon,Diesel,Manual,False,19726
347667,Sienna,1172.0,2011,TOYOTA,3.5,12,Black,Minivan,Petrol,Automatic,True,470
59000,RAV 4,779.0,2013,TOYOTA,2.5,0,Black,Jeep,Petrol,Automatic,True,28225
30000,Sintra,1156.6493506493507,1998,OPEL,2.2,6,Red,Minivan,Petrol,Manual,False,3000
180000,Prius,850.5492087996912,2008,TOYOTA,1.5,4,Grey,Sedan,Hybrid,Automatic,False,50
88000,Prius C,308.0,2015,TOYOTA,1.5,10,White,Sedan,Hybrid,Automatic,False,17562
0,Sonata,751.0,2013,HYUNDAI,2.4,12,Black,Sedan,Petrol,Automatic,True,470
110969,H1,1091.0,2016,HYUNDAI,2.5,4,Black,Universal,Diesel,Automatic,True,42764
16042,Cruze,780.0,2019,CHEVROLET,1.4,12,Black,Sedan,Petrol,Automatic,True,627
315000,E 500,1281.3365810451728,2002,MERCEDES-BENZ,5.0,10,Blue,Sedan,CNG,Tiptronic,True,7840
33333,Orlando,765.0,2015,CHEVROLET,2.0,4,Grey,Jeep,LPG,Automatic,True,16778
151591,Tucson,836.0,2010,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,24709
321269,Insight,448.0,2012,HONDA,1.3,0,Red,Hatchback,Hybrid,Automatic,True,784
102397,Camry,394.0,2014,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,784
1000,X5 M,1082.2991631799164,2005,BMW,4.4,12,Black,Jeep,Petrol,Tiptronic,True,5645
267264,ES 350,456.0,2015,LEXUS,2.5,12,Grey,Sedan,Hybrid,Automatic,True,392
148000,Aqua,850.5492087996912,2012,TOYOTA,1.5,2,Black,Hatchback,Petrol,Automatic,False,17405
100000,Sprinter,1620.0,2006,MERCEDES-BENZ,2.2,4,White,Microbus,Diesel,Manual,False,21953
211288,CLS 350,1281.3365810451728,2004,MERCEDES-BENZ,3.5,6,Black,Sedan,Petrol,Tiptronic,True,16621
290000,Transit 350T,825.4240766073872,2007,FORD,2.4,1,White,Microbus,Diesel,Manual,False,45473
124000,ML 350,1281.3365810451728,2010,MERCEDES-BENZ,3.0,10,Grey,Jeep,Diesel,Tiptronic,True,31047
180800,Fusion,333.0,2014,FORD,2.0,8,White,Sedan,Hybrid,Automatic,False,20385
73362,435,1104.0,2015,BMW,3.0,12,Black,Coupe,Petrol,Automatic,True,6429
0,Vectra,1156.6493506493507,1999,OPEL,1.8,6,Silver,Sedan,CNG,Manual,False,6586
74800,Fiesta,825.4240766073872,2016,FORD,1.6,8,Silver,Sedan,Petrol,Automatic,False,15677
143619,RX 450,603.0,2015,LEXUS,3.5,12,Black,Jeep,Hybrid,Automatic,True,13956
163866,Compass,1141.0,2009,JEEP,2.4,4,Red,Jeep,Petrol,Automatic,True,15693
20877,Camry,1249.0,2017,TOYOTA,2.5,12,Black,Sedan,Petrol,Automatic,True,470
137000,Fusion,640.0,2013,FORD,2.0,12,Grey,Sedan,Petrol,Tiptronic,True,21012
140885,Sonata,749.0,2014,HYUNDAI,2.4,12,Silver,Sedan,Petrol,Automatic,True,251
800,XV,889.104938271605,2013,SUBARU,2.0,6,White,Jeep,Hybrid,Automatic,True,23521
158344,Fusion,1017.0,2017,FORD,2.0,12,Silver,Sedan,Petrol,Automatic,True,470
123000,Pajero,1057.6153846153845,1992,MITSUBISHI,3.0,0,Silver,Jeep,Petrol,Manual,False,7840
142000,Prius,850.5492087996912,2008,TOYOTA,1.5,4,Beige,Hatchback,Hybrid,Variator,False,15053
223123,Outlander 2.0,1057.6153846153845,2004,MITSUBISHI,2.0,4,White,Jeep,CNG,Tiptronic,True,2500
100000,Juke,830.02,2012,NISSAN,1.6,8,Red,Jeep,Petrol,Automatic,False,19444
81000,Polo,1148.0,2011,VOLKSWAGEN,1.2,2,Black,Hatchback,Petrol,Tiptronic,False,8500
158870,Tacoma,834.0,2013,TOYOTA,2.7,12,White,Jeep,Petrol,Automatic,True,314
326325,Prius,645.0,2011,TOYOTA,1.8,12,Silver,Jeep,Hybrid,Automatic,True,314
61998,Cherokee,1275.0,2019,JEEP,2.4,12,Grey,Sedan,Petrol,Automatic,True,627
230000,Astra G,1156.6493506493507,2001,OPEL,1.8,2,Blue,Hatchback,Petrol,Automatic,False,4547
3474,FIT,382.0,2017,HONDA,1.5,4,Blue,Universal,Hybrid,Automatic,True,38822
198891,Insight,490.0,2011,HONDA,1.3,0,Grey,Hatchback,Hybrid,Automatic,True,31
60480,Accent,531.0,2012,HYUNDAI,1.6,4,White,Hatchback,Diesel,Automatic,True,9408
111000,Delica,1057.6153846153845,1996,MITSUBISHI,2.4,2,Green,Minivan,Petrol,Automatic,False,3763
104000,Prius C,595.0,2015,TOYOTA,1.5,12,Grey,Hatchback,Petrol,Automatic,True,6
108000,Passat,584.0,2014,VOLKSWAGEN,1.8,12,Black,Sedan,Petrol,Tiptronic,True,20385
94010,911,1028.0,2013,PORSCHE,3.4,12,Black,Coupe,Petrol,Automatic,True,6429
90000,Passat,779.0,2013,VOLKSWAGEN,2.5,10,Silver,Sedan,Petrol,Tiptronic,True,17249
80000,Passat,585.0,2013,VOLKSWAGEN,1.8,8,Grey,Sedan,Petrol,Tiptronic,True,17876
113368,REXTON,707.0,2011,SSANGYONG,2.0,4,White,Jeep,Diesel,Automatic,True,24709
20267,RAV 4,1327.0,2018,TOYOTA,2.5,12,Grey,Jeep,Petrol,Automatic,True,392
150000,Prius,761.0,2010,TOYOTA,1.8,12,Black,Hatchback,Hybrid,Automatic,False,16621
108499,CT 200h,586.0,2012,LEXUS,1.8,12,White,Hatchback,Hybrid,Automatic,True,941
115312,Camry,394.0,2014,TOYOTA,2.5,12,Grey,Sedan,Hybrid,Automatic,True,706
131082,Malibu,642.0,2012,CHEVROLET,2.0,4,Silver,Sedan,Petrol,Automatic,True,21410
151949,REXTON,1099.0,2010,SSANGYONG,2.7,4,Black,Jeep,Diesel,Automatic,True,24029
170000,Pathfinder,1197.0,2012,NISSAN,4.0,12,Black,Jeep,Petrol,Automatic,True,26657
29220,FIT,382.0,2017,HONDA,1.5,4,Black,Universal,Hybrid,Automatic,True,41867
63687,Sonata,891.0,2016,HYUNDAI,2.0,4,Grey,Sedan,Petrol,Automatic,True,44608
20388,Elantra,880.0,2018,HYUNDAI,1.6,4,White,Sedan,Petrol,Automatic,True,37066
91416,Sonata,642.0,2012,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,7683
68000,Prius,850.5492087996912,2012,TOYOTA,1.8,12,Silver,Hatchback,Hybrid,Tiptronic,False,21953
197854,Prius,502.0,2013,TOYOTA,1.5,12,Black,Hatchback,Hybrid,Automatic,True,1803
88475,Juke,629.0,2015,NISSAN,1.6,0,White,Jeep,Petrol,Automatic,True,3763
45605,Jetta,697.0,2015,VOLKSWAGEN,1.8,0,White,Sedan,Petrol,Automatic,True,14113
98164,REXTON,1099.0,2010,SSANGYONG,2.7,4,White,Jeep,Diesel,Automatic,True,19416
166400,Camry,850.5492087996912,2012,TOYOTA,2.5,8,Grey,Sedan,Petrol,Tiptronic,True,26657
138684,Insight,803.8573975044563,2009,HONDA,1.3,6,Silver,Hatchback,Petrol,Variator,False,11917
43000,CLA 250,765.0,2015,MERCEDES-BENZ,2.0,10,Red,Coupe,Petrol,Tiptronic,True,34184
176000,Zafira,724.0,2010,OPEL,1.7,10,Silver,Minivan,Diesel,Manual,False,13799
157000,March,830.02,1998,NISSAN,1.0,2,Black,Hatchback,Petrol,Automatic,False,2195
116581,FIT,447.0,2013,HONDA,1.3,4,Silver,Hatchback,Hybrid,Automatic,True,5758
150000,Insight,490.0,2011,HONDA,1.3,10,Carnelian red,Hatchback,Hybrid,Automatic,False,4547
111111,Ist 1.5,850.5492087996912,2002,TOYOTA,1.5,2,Black,Hatchback,Petrol,Automatic,False,11149
29112,Optima,890.0,2016,KIA,2.0,4,White,Sedan,Petrol,Automatic,True,20228
51700,Countryman,528.0,2014,MINI,1.6,12,Red,Jeep,Petrol,Tiptronic,True,29793
61551,REXTON,765.0,2015,SSANGYONG,2.0,4,Black,Jeep,Diesel,Automatic,True,43868
131000,2107,640.0,2006,VAZ,1.5,0,White,Sedan,Petrol,Manual,False,4704
43514,Sonata,765.0,2015,HYUNDAI,2.0,4,White,Sedan,LPG,Automatic,True,9418
16302,Note,830.02,2005,NISSAN,1.5,4,White,Sedan,Petrol,Automatic,False,8467
240350,500,475.0,2012,FIAT,1.4,12,White,Sedan,Petrol,Automatic,True,314
188200,Pathfinder,830.02,2006,NISSAN,4.0,12,Silver,Jeep,Petrol,Automatic,True,13485
170000,Serena,830.02,2002,NISSAN,2.5,6,White,Minivan,CNG,Automatic,False,7683
63186,Prius,850.5492087996912,2013,TOYOTA,1.8,12,White,Hatchback,Hybrid,Variator,False,22894
200000,Astra,1156.6493506493507,1998,OPEL,1.6,2,Blue,Hatchback,Petrol,Manual,False,7840
86382,Lacetti,761.0,2010,DAEWOO,1.8,4,Silver,Sedan,Petrol,Automatic,True,5739
60850,Sonata,639.0,2014,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,10515
140000,Airtrek,1057.6153846153845,2001,MITSUBISHI,2.4,6,Silver,Universal,LPG,Tiptronic,True,8154
68200,Fusion,1024.0,2010,FORD,2.5,12,Black,Sedan,Hybrid,Automatic,False,14113
169109,H1,777.0,2014,HYUNDAI,2.5,4,Yellow,Minivan,Diesel,Automatic,True,35902
147857,FIT,803.8573975044563,2010,HONDA,1.3,4,Blue,Hatchback,Petrol,Automatic,False,14115
220000,Harrier,850.5492087996912,1998,TOYOTA,3.0,4,Black,Jeep,Petrol,Automatic,False,5331
71201,XF,696.0,2013,JAGUAR,2.2,4,White,Sedan,Diesel,Automatic,True,38445
160000,Mustang,825.4240766073872,2010,FORD,3.7,12,Black,Coupe,Petrol,Automatic,False,26657
65625,H1,1347.0,2008,HYUNDAI,2.5,4,Silver,Minivan,Diesel,Automatic,True,15210
170000,X6 M,1082.2991631799164,2009,BMW,3.0,12,Black,Sedan,Petrol,Tiptronic,True,43592
177080,Tucson,753.0,2012,HYUNDAI,2.4,0,Silver,Jeep,Petrol,Automatic,True,314
35398,Actyon,730.0,2016,SSANGYONG,1.6,4,Blue,Jeep,Diesel,Automatic,True,44134
0,CLS 550,1363.0,2012,MERCEDES-BENZ,4.6,12,Black,Sedan,Petrol,Automatic,True,549
185471,Prius,850.5492087996912,2008,TOYOTA,1.5,8,Silver,Hatchback,Hybrid,Automatic,True,50
115123,Camry se,779.0,2013,TOYOTA,2.5,12,Black,Sedan,Petrol,Tiptronic,True,21953
59674,Outlander,505.0,2018,MITSUBISHI,2.0,12,Black,Jeep,Hybrid,Automatic,True,21953
33693,Elantra,1077.0,2019,HYUNDAI,2.0,12,Silver,Sedan,Petrol,Automatic,True,29793
232357,RX 450,1058.0,2012,LEXUS,3.5,12,Black,Jeep,Hybrid,Automatic,True,941
157000,Octavia,765.0,2009,SKODA,1.6,8,White,Sedan,Petrol,Manual,False,10820
236898,Prius,353.0,2015,TOYOTA,1.8,12,White,Hatchback,Hybrid,Automatic,True,2352
85471,Sonata,642.0,2012,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,6899
250005,XV,765.0,2015,SUBARU,2.0,0,Black,Jeep,Petrol,Automatic,True,19444
120000,Camry,781.0,2012,TOYOTA,2.5,6,Carnelian red,Sedan,Hybrid,Automatic,False,20385
22989,Corolla,924.0,2017,TOYOTA,1.8,12,Silver,Sedan,Petrol,Automatic,True,4861
53434,Cruze,789.0,2009,CHEVROLET,1.6,4,Black,Sedan,Petrol,Automatic,True,5927
287745,Pajero,1057.6153846153845,2000,MITSUBISHI,3.5,4,Silver,Jeep,CNG,Automatic,False,7840
200000,Passat,752.195205479452,2006,VOLKSWAGEN,2.0,6,Black,Sedan,Petrol,Tiptronic,True,10663
78424,CHR,1077.0,2019,TOYOTA,2.0,12,Red,Jeep,Petrol,Automatic,True,5488
67825,Mazda 3 SPORT,765.0,2015,MAZDA,2.0,8,Silver,Hatchback,Petrol,Automatic,False,13485
95000,Juke,531.0,2012,NISSAN,1.6,12,White,Jeep,Petrol,Automatic,False,21326
124568,Prius,761.0,2010,TOYOTA,1.8,9,White,Hatchback,Hybrid,Variator,False,12544
10003,CHR,1077.0,2019,TOYOTA,2.0,12,Blue,Jeep,Petrol,Automatic,True,188
195000,Ipsum,850.5492087996912,2004,TOYOTA,2.4,0,Black,Minivan,Petrol,Automatic,False,9408
281600,Prius,585.0,2013,TOYOTA,1.8,8,Blue,Hatchback,Hybrid,Variator,False,10820
36470,Elantra,880.0,2018,HYUNDAI,1.6,4,Grey,Sedan,Petrol,Automatic,True,34406
196682,Escape,1185.0,2009,FORD,2.5,0,Black,Jeep,Hybrid,Automatic,True,188
125230,Tucson,891.0,2016,HYUNDAI,2.0,4,Black,Jeep,Diesel,Automatic,True,35140
133408,Corolla,697.0,2015,TOYOTA,1.8,12,Black,Sedan,Petrol,Automatic,True,392
28000,Aqua,503.0,2012,TOYOTA,1.5,4,Silver,Hatchback,Petrol,Automatic,True,22502
232982,Sonata,640.0,2013,HYUNDAI,2.0,12,Grey,Sedan,Petrol,Automatic,True,4234
60800,RAV 4,850.5492087996912,2015,TOYOTA,2.5,8,Grey,Jeep,Petrol,Tiptronic,False,40769
30402,RAV 4,518.0,2016,TOYOTA,2.5,6,Blue,Jeep,Hybrid,Variator,False,47042
185000,Grand Cherokee,1067.8297872340424,2005,JEEP,3.7,6,Silver,Jeep,Petrol,Tiptronic,True,10976
45252,H1,1024.0,2010,HYUNDAI,2.5,4,White,Minivan,Diesel,Automatic,True,15649
182963,Fusion,777.0,2014,FORD,2.5,12,Black,Sedan,Petrol,Automatic,True,2901
52000,IX35,799.6990400903444,2011,HYUNDAI,2.0,6,Black,Jeep,Petrol,Automatic,False,30107
145221,REXTON,1099.0,2010,SSANGYONG,2.7,4,Black,Jeep,Diesel,Automatic,True,18240
168000,Cr-v,803.8573975044563,2002,HONDA,2.0,4,Green,Jeep,Petrol,Manual,False,9722
167000,Tiida 2008,830.02,2008,NISSAN,1.5,8,White,Sedan,Petrol,Automatic,False,10036
108000,Elantra,799.6990400903444,2012,HYUNDAI,1.8,8,Silver,Sedan,Petrol,Automatic,False,16935
150000,Prius,850.5492087996912,2008,TOYOTA,1.5,12,Black,Sedan,Hybrid,Automatic,True,50
300000,X-Terra,830.02,2003,NISSAN,3.3,2,Silver,Jeep,CNG,Manual,False,10976
66098,Jetta,642.0,2012,VOLKSWAGEN,2.0,12,Silver,Sedan,Petrol,Tiptronic,False,7997
56199,Fiesta,825.4240766073872,2015,FORD,1.6,12,Red,Sedan,Petrol,Automatic,False,16621
225510,Camry,779.0,2013,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,314
160000,Genesis,707.0,2011,HYUNDAI,2.0,4,Black,Coupe,Petrol,Automatic,True,18124
12000,Picanto,461.0,2010,KIA,1.0,4,White,Sedan,Petrol,Automatic,True,6269
124912,Camry,779.0,2013,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,3763
50534,Sonata,765.0,2015,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,14740
135378,Elantra,629.0,2015,HYUNDAI,1.6,4,White,Sedan,Petrol,Automatic,True,16621
148101,Orlando,730.0,2016,CHEVROLET,1.6,4,Grey,Jeep,Diesel,Automatic,True,20846
0,Escape,825.4240766073872,2003,FORD,3.0,0,Grey,Jeep,Petrol,Automatic,False,3763
255800,Sonata,642.0,2012,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,12143
100000,Aqua,850.5492087996912,2013,TOYOTA,1.5,6,White,Hatchback,Hybrid,Variator,False,14113
165000,Prius,761.0,2010,TOYOTA,1.8,12,Black,Sedan,Hybrid,Automatic,False,17249
288704,Insight,490.0,2011,HONDA,1.3,0,White,Hatchback,Hybrid,Automatic,True,706
88400,Elantra,831.0,2017,HYUNDAI,1.6,4,White,Sedan,Petrol,Automatic,True,30740
179307,Sonata,836.0,2010,HYUNDAI,2.0,4,Silver,Sedan,Petrol,Automatic,True,15132
285186,Highlander,1058.0,2012,TOYOTA,3.5,12,Grey,Jeep,Petrol,Automatic,True,9565
173576,Juke,531.0,2012,NISSAN,1.6,0,Red,Jeep,Petrol,Automatic,True,3763
212501,Jetta,862.0,2011,VOLKSWAGEN,2.5,12,Grey,Sedan,Petrol,Automatic,True,470
51930,328,891.0,2016,BMW,2.0,12,Black,Sedan,Petrol,Automatic,True,3136
134400,Sentra,585.0,2013,NISSAN,1.8,8,Carnelian red,Sedan,Petrol,Automatic,False,17876
170872,Cruze,645.0,2011,CHEVROLET,1.8,4,Grey,Sedan,Petrol,Automatic,True,9832
132630,E 350,1172.0,2011,MERCEDES-BENZ,3.5,12,Silver,Sedan,Diesel,Automatic,True,314
85000,C 250,584.0,2014,MERCEDES-BENZ,1.8,8,Silver,Sedan,Petrol,Automatic,True,29479
100000,Town Car,652.0,2000,LINCOLN,4.6,8,White,Limousine,Petrol,Automatic,True,150
146395,E 350,1053.0,2014,MERCEDES-BENZ,3.5,12,Grey,Sedan,Diesel,Automatic,True,1882
150000,Airtrek,1057.6153846153845,2004,MITSUBISHI,2.0,4,White,Universal,CNG,Automatic,False,10663
158000,Prius,397.0,2016,TOYOTA,1.8,12,Grey,Sedan,Hybrid,Automatic,True,36065
91000,Camry,781.0,2012,TOYOTA,2.5,10,Black,Sedan,Petrol,Automatic,True,23521
49774,Mirage,645.0,2017,MITSUBISHI,1.2,12,Grey,Sedan,Petrol,Automatic,True,314
124912,Camry,779.0,2013,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,3763
111111,Combo,1156.6493506493507,2003,OPEL,1.7,2,White,Goods wagon,Diesel,Manual,False,5331
288891,Prius,761.0,2010,TOYOTA,1.8,12,Grey,Hatchback,Hybrid,Automatic,True,2274
186542,ML 350,1172.0,2011,MERCEDES-BENZ,3.5,12,White,Jeep,Diesel,Automatic,True,2038
33899,Frontier,1249.0,2017,NISSAN,2.5,12,Grey,Sedan,Petrol,Automatic,True,4234
186005,RX 450,1399.0,2010,LEXUS,3.5,12,Silver,Jeep,Hybrid,Automatic,True,13328
141000,Outlander,831.0,2011,MITSUBISHI,2.4,16,Silver,Jeep,Petrol,Tiptronic,False,19444
33548,Cruze LT,781.0,2018,CHEVROLET,1.4,8,Silver,Sedan,Petrol,Automatic,False,16151
16431,Tucson,877.0,2017,HYUNDAI,1.7,4,White,Jeep,Diesel,Automatic,True,45210
258076,Orlando,642.0,2012,CHEVROLET,2.0,4,White,Jeep,Diesel,Automatic,True,14294
170713,Elantra,531.0,2012,HYUNDAI,1.6,4,White,Sedan,Petrol,Automatic,True,14166
230000,Focus,790.0,2009,FORD,1.6,0,Blue,Goods wagon,Diesel,Manual,False,9408
230000,Teana,830.02,2004,NISSAN,2.3,4,White,Sedan,Petrol,Automatic,False,7840
339920,Fusion,640.0,2013,FORD,2.0,0,White,Sedan,Hybrid,Automatic,True,157
102397,Camry,394.0,2014,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,784
146758,Fusion,781.0,2012,FORD,2.5,12,Black,Sedan,Hybrid,Automatic,True,470
280000,Odyssey,803.8573975044563,2006,HONDA,3.5,14,Grey,Minivan,LPG,Automatic,True,10976
98768,Prius,761.0,2010,TOYOTA,1.8,12,White,Hatchback,Hybrid,Automatic,True,9252
144000,Accent,629.0,2015,HYUNDAI,1.6,0,Grey,Sedan,Petrol,Automatic,False,17249
22400,Camry,779.0,2013,TOYOTA,2.5,8,White,Sedan,Petrol,Tiptronic,False,20385
147000,FIT,803.8573975044563,2012,HONDA,1.3,8,Silver,Hatchback,Hybrid,Automatic,False,12231
105000,C 250,1281.3365810451728,2012,MERCEDES-BENZ,1.8,12,Sky blue,Sedan,Petrol,Automatic,True,24462
83200,Prius C,850.5492087996912,2012,TOYOTA,1.5,8,Grey,Sedan,Hybrid,Automatic,True,19757
130877,Altima,1055.0,2013,NISSAN,3.5,12,White,Sedan,Petrol,Automatic,True,1490
149486,E 350,1053.0,2014,MERCEDES-BENZ,3.5,12,Silver,Sedan,Diesel,Automatic,True,314
80425,Actyon,831.0,2017,SSANGYONG,1.6,4,White,Jeep,Petrol,Automatic,True,33823
24339,CHR,1077.0,2019,TOYOTA,2.0,12,Blue,Jeep,Petrol,Automatic,True,627
82764,Sonata,836.0,2010,HYUNDAI,2.0,4,Black,Sedan,Petrol,Automatic,True,13589
1234,Transit,825.4240766073872,1998,FORD,2.5,2,White,Microbus,Diesel,Manual,False,900
104000,Sonata,799.6990400903444,2014,HYUNDAI,2.4,6,Silver,Sedan,Hybrid,Tiptronic,True,24462
108782,Tucson,891.0,2016,HYUNDAI,2.0,4,Silver,Jeep,Diesel,Automatic,True,34905
174000,325 CI,1082.2991631799164,2004,BMW,2.5,6,Silver,Cabriolet,Petrol,Tiptronic,True,11917
158000,Juke,583.0,2011,NISSAN,1.6,4,Black,Jeep,Petrol,Variator,False,17249
15000,FIT,803.8573975044563,2003,HONDA,1.5,4,Silver,Hatchback,Petrol,Variator,False,40
51859,I30,583.0,2011,HYUNDAI,1.6,4,Silver,Hatchback,Diesel,Automatic,True,11290
100000,Aqua,850.5492087996912,2014,TOYOTA,1.5,0,Black,Sedan,Hybrid,Automatic,False,50
